TransactionID,CustomerID,Product,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,SessionDuration,CouponCode,ReturnStatus,Warehouse,ReviewText,Category_Electronics,Category_Fashion,Device_Mobile,Device_Tablet,ShippingType_Standard,TotalSpend,Engagement,AvgSpend,SpendPerTime,Cluster
3016,1265,Dress,19215,3,2,Mumbai,IN,,No,3.360738013799217,1,271,SAVE10,Returned,WH1,Bad,True,False,True,False,True,57645,910.7600017395878,14411.25,211.93014705882354,0
2475,1264,Laptop,97420,4,0,Hyderabad,IN,,Yes,3.838794278918788,2,167,OFF20,Returned,WH1,Average,True,False,True,False,False,389680,641.0786445794377,77936.0,2319.5238095238096,0
138,1401,Laptop,66273,4,0,Delhi,IN,2023-04-05,Yes,2.484956029325625,0,183,OFF20,Not Returned,WH2,Bad,False,True,False,False,True,265092,454.74695336658937,53018.4,1440.7173913043478,0
4175,1497,Mobile,76114,2,3,Hyderabad,IN,2023-04-05,Yes,2.2540133091367105,0,180,YIrSES,Not Returned,WH2,Average,True,False,True,False,False,152228,405.7223956446079,50742.666666666664,841.0386740331492,0
685,1484,Shoes,42467,2,3,Delhi,IN,,Yes,1.7763439867179538,0,93,YIrSES,Returned,WH3,Average,False,False,False,True,False,84934,165.1999907647697,28311.333333333332,903.5531914893617,0
959,1358,Shoes,25368,3,1,Hyderabad,IND,2023-04-05,Yes,4.612389621195739,0,188,YIrSES,Not Returned,WH3,Bad,False,False,True,False,True,76104,867.1292487847988,19026.0,402.6666666666667,0
2715,1285,Dress,52603,2,3,Chennai,IND,2023-04-05,Yes,4.089099111220252,0,6,YIrSES,Not Returned,WH3,Bad,False,True,True,False,False,105206,24.53459466732151,35068.666666666664,15029.42857142857,-1
603,1745,Shoes,6142,3,1,Chennai,IN,2023-04-05,Y,1.2938930264943895,2,404,YIrSES,Not Returned,WH1,Bad,False,True,False,False,False,18426,522.7327827037334,4606.5,45.49629629629629,0
3685,1650,Shoes,38037,3,1,Chennai,IND,,Y,4.70940075390897,2,171,SAVE10,Returned,WH2,Average,True,False,False,False,True,114111,805.307528918434,28527.75,663.4360465116279,0
3609,1211,Laptop,12017,4,3,Chennai,IN,,Yes,4.887797141684029,1,174,YIrSES,Returned,WH1,Average,False,False,False,False,True,48068,850.476702653021,9613.6,274.6742857142857,0
2680,1023,Mobile,84846,4,3,Delhi,IN,,Y,2.377230688581109,2,201,SAVE10,Returned,WH1,Bad,False,False,False,True,True,339384,477.8233684048029,67876.8,1680.118811881188,0
3967,1219,Mobile,65093,4,3,Mumbai,IN,2023-04-05,No,4.641695616927413,1,114,SAVE10,Not Returned,WH1,Good,False,False,True,False,True,260372,529.1533003297251,52074.4,2264.104347826087,0
3492,1374,Mobile,36296,4,3,Chennai,IN,,Yes,4.344116503532689,1,370,YIrSES,Returned,WH1,Good,False,False,False,True,True,145184,1607.3231063070948,29036.8,391.33153638814014,0
1501,1020,Mobile,2354,2,3,Hyderabad,IN,,No,3.5981482192979675,1,55,OFF20,Not Returned,WH3,Average,False,False,False,True,True,4708,197.8981520613882,1569.3333333333333,84.07142857142857,0
358,1629,Shoes,30917,3,2,Hyderabad,IN,,No,4.230589070811119,2,319,OFF20,Not Returned,WH3,Bad,False,False,True,False,True,92751,1349.557913588747,23187.75,289.846875,0
3376,1639,Dress,2312,4,0,Hyderabad,IN,,Y,3.1783741634958327,0,47,YIrSES,Returned,WH1,Average,False,True,False,True,True,9248,149.38358568430414,1849.6,192.66666666666666,0
1618,1642,Mobile,62085,3,1,Hyderabad,IN,,Y,1.8181494287638535,0,293,YIrSES,Returned,WH2,Bad,False,True,True,False,False,186255,532.7177826278091,46563.75,633.5204081632653,0
323,1867,Dress,84561,1,2,Chennai,IND,,Yes,3.516167718285211,1,11,YIrSES,Returned,WH2,Bad,False,True,True,False,False,84561,38.67784490113732,42280.5,7046.75,0
3573,1919,Shoes,22452,1,2,Chennai,IND,,N,4.107637164286671,1,9,YIrSES,Returned,WH2,Bad,False,True,True,False,False,22452,36.96873447858004,11226.0,2245.2,0
3253,1582,Mobile,96556,2,1,Chennai,IND,,N,4.572305852606651,1,360,YIrSES,Returned,WH3,Average,False,True,True,False,False,193112,1646.0301069383945,64370.666666666664,534.9362880886426,0
370,1747,Headphones,7909,4,1,Hyderabad,IND,,No,4.516436774079025,2,258,YIrSES,Not Returned,WH3,Average,False,True,True,False,False,31636,1165.2406877123885,6327.2,122.14671814671814,0
2465,1254,Laptop,8222,1,1,Delhi,IN,,Yes,3.3978888778752885,2,173,OFF20,Not Returned,WH1,Average,False,True,True,False,True,8222,587.8347758724249,4111.0,47.252873563218394,0
1388,1621,Headphones,11020,3,2,Mumbai,IN,2023-04-05,Y,2.404900943275653,2,265,YIrSES,Returned,WH1,Good,True,False,False,False,True,33060,637.2987499680481,8265.0,124.28571428571429,0
1844,1307,Mobile,50681,4,0,Hyderabad,India,2023-04-05,Y,1.0056214440435802,2,293,YIrSES,Returned,WH1,Good,False,True,False,True,False,202724,294.647083104769,40544.8,689.5374149659864,0
33,1823,Shoes,42289,3,2,Hyderabad,India,,No,1.9157754041881447,1,81,YIrSES,Returned,WH1,Bad,True,False,False,True,True,126867,155.1778077392397,31716.75,1547.158536585366,0
4014,1612,Shoes,907,1,3,Hyderabad,India,2023-04-05,Y,4.490252917477664,1,392,OFF20,Not Returned,WH2,Average,True,False,True,False,True,907,1760.1791436512444,453.5,2.3078880407124682,0
1619,1178,Mobile,21694,1,3,Delhi,IND,,Y,4.390320592378605,1,376,SAVE10,Not Returned,WH2,Good,True,False,False,False,True,21694,1650.7605427343553,10847.0,57.54376657824934,0
2325,1034,Headphones,74680,3,3,Chennai,IN,2023-04-05,Y,2.29564792924728,1,446,SAVE10,Returned,WH2,Good,False,False,False,False,False,224040,1023.8589764442868,56010.0,501.20805369127515,0
2128,1955,Dress,63698,2,2,Hyderabad,IN,2023-04-05,No,1.4810367971009968,2,73,SAVE10,Not Returned,WH3,Good,False,True,False,False,False,127396,108.11568618837276,42465.333333333336,1721.5675675675675,0
1292,1754,Shoes,45690,4,0,Chennai,IN,,Yes,3.059768480730502,2,333,OFF20,Not Returned,WH2,Average,True,False,False,False,False,182760,1018.9029040832572,36552.0,547.185628742515,0
3662,1488,Shoes,14833,1,0,Chennai,IND,,Yes,3.77914028646783,2,295,OFF20,Not Returned,WH2,Bad,False,True,False,False,False,14833,1114.8463845080098,7416.5,50.111486486486484,0
3387,1607,Shoes,27254,3,3,Chennai,IN,2023-04-05,Y,3.756246321812663,2,99,OFF20,Returned,WH2,Bad,True,False,False,False,True,81762,371.86838585945367,20440.5,817.62,0
4437,1130,Headphones,20245,4,1,Chennai,India,2023-04-05,Y,4.056243058426585,1,326,SAVE10,Not Returned,WH1,Bad,True,False,False,False,False,80980,1322.3352370470666,16196.0,247.6452599388379,0
641,1038,Headphones,76214,4,1,Delhi,India,2023-04-05,Y,3.746731644686976,2,53,SAVE10,Not Returned,WH3,Bad,False,False,False,False,False,304856,198.5767771684097,60971.2,5645.481481481482,0
1438,1592,Headphones,85108,4,0,Hyderabad,IND,2023-04-05,N,2.3876381701514786,2,306,SAVE10,Returned,WH3,Good,False,False,True,False,True,340432,730.6172800663525,68086.4,1108.8990228013029,0
3975,1074,Dress,10139,3,2,Hyderabad,IN,,Yes,1.0121719090375567,2,162,SAVE10,Returned,WH3,Good,True,False,False,False,False,30417,163.9718492640842,7604.25,186.6073619631902,0
1907,1592,Headphones,25829,3,3,Delhi,IN,,N,1.9013394467060345,2,412,SAVE10,Returned,WH3,Average,True,False,False,True,False,77487,783.3518520428862,19371.75,187.61985472154964,0
625,1264,Headphones,16581,4,1,Mumbai,IN,,Y,4.698690449448275,2,133,YIrSES,Returned,WH3,Average,False,True,False,True,False,66324,624.9258297766206,13264.8,494.95522388059703,0
2460,1331,Shoes,33294,3,1,Mumbai,IN,2023-04-05,No,4.232720732399233,1,136,YIrSES,Not Returned,WH1,Bad,False,True,False,True,True,99882,575.6500196062957,24970.5,729.0656934306569,0
2639,1552,Laptop,28382,4,1,Mumbai,IND,2023-04-05,No,3.864381983514272,2,208,YIrSES,Not Returned,WH1,Bad,False,True,False,True,True,113528,803.7914525709685,22705.6,543.1961722488038,0
1514,1684,Headphones,70714,1,3,Hyderabad,IN,2023-04-05,No,4.590884633786256,2,432,YIrSES,Returned,WH2,Bad,False,True,False,True,False,70714,1983.2621617956627,35357.0,163.31177829099306,0
3500,1751,Headphones,80214,3,2,Mumbai,IN,2023-04-05,No,3.64501838793127,2,123,OFF20,Returned,WH2,Average,True,False,False,False,True,240642,448.3372617155462,60160.5,1940.6612903225807,0
1802,1037,Shoes,82646,4,2,Mumbai,IN,,No,1.047134932299016,1,140,YIrSES,Returned,WH2,Average,True,False,True,False,True,330584,146.59889052186224,66116.8,2344.567375886525,0
3263,1710,Dress,93868,4,1,Mumbai,India,,Y,3.984219438788741,1,287,YIrSES,Not Returned,WH2,Good,True,False,False,False,True,375472,1143.4709789323686,75094.4,1303.7222222222222,0
4295,1652,Dress,43213,2,3,Hyderabad,IND,,N,4.313456896122078,1,269,OFF20,Returned,WH2,Good,True,False,False,False,True,86426,1160.3199050568392,28808.666666666668,320.0962962962963,0
1594,1081,Dress,23406,2,3,Hyderabad,India,,Y,4.651710279658119,1,80,OFF20,Returned,WH3,Average,False,False,False,False,False,46812,372.13682237264953,15604.0,577.925925925926,0
544,1398,Mobile,16900,3,2,Chennai,India,,No,3.02044660953816,0,18,YIrSES,Not Returned,WH3,Bad,True,False,False,False,True,50700,54.368038971686886,12675.0,2668.4210526315787,0
4515,1391,Mobile,84129,3,3,Hyderabad,India,,Yes,3.996615660758715,1,23,OFF20,Not Returned,WH1,Bad,True,False,True,False,True,252387,91.92216019745045,63096.75,10516.125,0
3767,1777,Laptop,5547,3,3,Mumbai,India,,Yes,2.260387145268621,1,434,YIrSES,Returned,WH1,Good,False,True,False,True,True,16641,981.0080210465815,4160.25,38.255172413793105,0
663,1023,Dress,91108,1,3,Mumbai,India,,Y,2.0160183154693305,1,324,YIrSES,Not Returned,WH1,Good,False,False,False,False,True,91108,653.1899342120631,45554.0,280.33230769230767,0
4236,1881,Shoes,57997,1,3,Mumbai,India,2023-04-05,No,4.301071971348708,1,261,YIrSES,Returned,WH2,Good,False,False,True,False,True,57997,1122.5797845220127,28998.5,221.36259541984734,0
3852,1089,Shoes,85310,1,3,Hyderabad,IN,2023-04-05,Yes,2.738703539545744,1,98,OFF20,Not Returned,WH2,Good,False,False,False,True,True,85310,268.39294687548295,42655.0,861.7171717171717,0
3928,1390,Dress,47134,3,3,Delhi,IN,,Y,3.9241180973042247,2,142,OFF20,Not Returned,WH3,Bad,False,False,False,True,True,141402,557.2247698171999,35350.5,988.8251748251748,0
2716,1780,Laptop,53212,3,2,Mumbai,IN,2023-04-05,N,3.35428110740431,2,79,YIrSES,Not Returned,WH3,Good,False,True,False,True,False,159636,264.9882074849405,39909.0,1995.45,0
3091,1318,Shoes,20944,1,0,Mumbai,IN,2023-04-05,N,1.2233410411218015,2,339,SAVE10,Not Returned,WH1,Good,False,True,False,True,False,20944,414.71261294029074,10472.0,61.6,0
1892,1052,Shoes,1528,4,0,Delhi,India,2023-04-05,Yes,3.937003799758189,2,495,YIrSES,Not Returned,WH1,Average,False,True,False,True,False,6112,1948.8168808803034,1222.4,12.32258064516129,0
3763,1327,Dress,87826,3,1,Delhi,India,,No,3.101354462484482,0,72,YIrSES,Not Returned,WH3,Good,False,True,False,True,True,263478,223.2975212988827,65869.5,3609.2876712328766,0
2200,1472,Dress,33016,3,0,Hyderabad,IND,2023-04-05,No,2.889322579710277,1,27,YIrSES,Not Returned,WH1,Bad,False,True,False,True,True,99048,78.01170965217749,24762.0,3537.4285714285716,0
1371,1497,Shoes,22666,1,1,Delhi,IN,2023-04-05,No,2.9342767800455603,1,204,YIrSES,Not Returned,WH1,Average,True,False,True,False,False,22666,598.5924631292943,11333.0,110.56585365853658,0
4686,1818,Dress,29969,4,0,Delhi,India,,Yes,2.9957328091414657,2,492,OFF20,Returned,WH3,Average,True,False,False,True,False,119876,1473.9005420976011,23975.2,243.15618661257608,0
2188,1003,Headphones,9256,4,2,Chennai,India,,N,4.690995648634756,2,207,OFF20,Returned,WH1,Bad,False,False,False,True,True,37024,971.0360992673944,7404.8,178.0,0
2234,1652,Dress,21827,3,0,Hyderabad,India,,N,2.5364154283412663,2,264,SAVE10,Not Returned,WH3,Bad,True,False,True,False,True,65481,669.6136730820944,16370.25,247.09811320754716,0
1133,1368,Shoes,95104,3,0,Delhi,IN,,Yes,1.5380106854904856,1,323,YIrSES,Not Returned,WH2,Bad,True,False,False,True,False,285312,496.77745141342683,71328.0,880.5925925925926,0
2448,1344,Laptop,94512,4,2,Delhi,IN,2023-04-05,No,3.323476877416641,1,228,YIrSES,Returned,WH3,Good,False,False,True,False,False,378048,757.7527280509942,75609.6,1650.8646288209607,0
2957,1400,Mobile,32045,2,2,Delhi,IND,2023-04-05,Yes,1.8341109369347728,0,80,YIrSES,Returned,WH1,Good,False,False,False,False,False,64090,146.72887495478182,21363.333333333332,791.2345679012345,0
4654,1971,Dress,94352,1,2,Delhi,IND,2023-04-05,Y,2.502104930528703,0,479,OFF20,Returned,WH1,Good,False,False,False,False,False,94352,1198.5082617232488,47176.0,196.56666666666666,0
3980,1209,Dress,51197,2,3,Delhi,IND,2023-04-05,N,4.555616774189733,1,444,OFF20,Not Returned,WH3,Good,True,False,False,True,False,102394,2022.6938477402416,34131.333333333336,230.09887640449438,0
4543,1232,Mobile,65813,4,3,Mumbai,IN,,N,1.5016671096404104,1,478,YIrSES,Returned,WH3,Good,True,False,False,True,True,263252,717.7968784081162,52650.4,549.5866388308978,0
676,1450,Dress,32203,4,1,Chennai,IN,,No,4.279892983371429,1,295,YIrSES,Not Returned,WH2,Average,True,False,False,False,True,128812,1262.5684300945716,25762.4,435.1756756756757,0
1873,1121,Dress,58689,4,2,Delhi,India,,N,1.609450972747056,1,202,YIrSES,Not Returned,WH2,Good,True,False,True,False,False,234756,325.1090964949053,46951.2,1156.4334975369459,0
4303,1101,Laptop,51872,2,2,Chennai,India,,No,3.441120460669554,0,173,SAVE10,Not Returned,WH2,Good,True,False,True,False,False,103744,595.3138396958328,34581.333333333336,596.2298850574713,0
1915,1998,Headphones,18165,4,1,Mumbai,IN,,No,3.7446435895780463,0,385,OFF20,Returned,WH3,Good,True,False,True,False,False,72660,1441.6877819875479,14532.0,188.23834196891193,0
1850,1282,Laptop,50094,3,2,Chennai,India,,No,4.725811884595137,0,141,OFF20,Not Returned,WH3,Average,True,False,True,False,False,150282,666.3394757279143,37570.5,1058.3239436619717,0
1123,1054,Laptop,64298,1,3,Mumbai,IN,,No,1.6388918580526028,1,419,OFF20,Not Returned,WH3,Bad,True,False,True,False,False,64298,686.6956885240406,32149.0,153.09047619047618,0
2687,1355,Headphones,31306,1,1,Hyderabad,IN,,Y,2.391596687398268,1,218,OFF20,Not Returned,WH2,Bad,True,False,True,False,False,31306,521.3680778528224,15653.0,142.9497716894977,0
4734,1153,Shoes,52310,4,0,Delhi,IND,,Y,3.8667077141433737,0,118,OFF20,Not Returned,WH2,Bad,False,False,False,True,False,209240,456.27151026891806,41848.0,1758.3193277310925,0
158,1301,Dress,75296,1,2,Delhi,IND,,Y,1.9863594963948603,0,239,OFF20,Not Returned,WH2,Bad,False,True,False,True,False,75296,474.7399196383716,37648.0,313.73333333333335,0
71,1484,Headphones,76891,2,1,Delhi,IND,,N,3.34562650501301,0,370,SAVE10,Returned,WH2,Bad,False,True,False,True,True,153782,1237.8818068548137,51260.666666666664,414.5067385444744,0
231,1215,Headphones,63897,3,1,Delhi,IND,,N,2.5079354213208087,0,465,SAVE10,Returned,WH2,Average,False,True,True,False,True,191691,1166.189970914176,47922.75,411.35407725321886,0
2272,1361,Headphones,64236,2,2,Mumbai,IND,,N,3.5323906724735266,0,470,OFF20,Not Returned,WH3,Bad,False,True,False,True,True,128472,1660.2236160625575,42824.0,272.7643312101911,0
3860,1103,Headphones,5376,2,0,Delhi,India,,No,3.5167554244169628,0,303,OFF20,Returned,WH1,Bad,False,False,False,True,True,10752,1065.5768935983397,3584.0,35.36842105263158,0
4271,1486,Laptop,38082,1,3,Delhi,IN,,N,4.701629488252049,1,461,YIrSES,Not Returned,WH2,Good,False,True,True,False,True,38082,2167.4511940841944,19041.0,82.42857142857143,0
4370,1863,Laptop,65171,4,0,Chennai,India,,Yes,4.775032876057736,1,89,SAVE10,Not Returned,WH2,Bad,False,True,False,True,True,260684,424.9779259691385,52136.8,2896.488888888889,0
3562,1757,Headphones,38484,1,3,Mumbai,India,,No,2.79570195385994,1,257,SAVE10,Not Returned,WH2,Good,True,False,False,False,False,38484,718.4954021420047,19242.0,149.1627906976744,0
2174,1257,Headphones,43164,3,1,Delhi,IN,,No,3.400152748630381,1,264,SAVE10,Not Returned,WH1,Average,False,False,False,True,False,129492,897.6403256384206,32373.0,488.6490566037736,0
4563,1178,Mobile,51592,4,0,Delhi,India,,Yes,3.9176412738478095,1,275,YIrSES,Not Returned,WH2,Average,False,False,False,True,True,206368,1077.3513503081476,41273.6,747.7101449275362,0
3702,1200,Mobile,50392,2,1,Chennai,India,2023-04-05,N,3.84510958620388,0,211,SAVE10,Not Returned,WH1,Good,False,False,False,False,True,100784,811.3181226890187,33594.666666666664,475.39622641509436,0
4342,1959,Shoes,67213,3,2,Chennai,IN,,No,2.937719964128653,1,158,YIrSES,Not Returned,WH1,Average,False,False,False,False,False,201639,464.15975433232717,50409.75,1268.1698113207547,0
373,1885,Laptop,99482,1,3,Delhi,IND,,No,1.3864216437960124,1,217,YIrSES,Not Returned,WH1,Bad,True,False,False,True,False,99482,300.85349670373466,49741.0,456.3394495412844,0
4696,1711,Shoes,66645,3,3,Hyderabad,IN,2023-04-05,No,4.229729737150199,1,46,SAVE10,Not Returned,WH2,Average,False,True,False,False,False,199935,194.56756790890918,49983.75,4253.936170212766,0
2543,1772,Mobile,17137,2,0,Delhi,IN,,N,4.4578208641646935,2,229,OFF20,Not Returned,WH3,Average,True,False,False,True,False,34274,1020.8409778937148,11424.666666666666,149.01739130434783,0
4848,1894,Laptop,12703,1,2,Delhi,IND,,N,3.240581177728332,2,497,YIrSES,Not Returned,WH2,Average,True,False,False,True,False,12703,1610.568845330981,6351.5,25.508032128514056,0
2043,1369,Mobile,94516,3,0,Hyderabad,IND,,N,4.595369114211442,2,175,YIrSES,Returned,WH2,Good,True,False,False,True,False,283548,804.1895949870024,70887.0,1611.0681818181818,0
1513,1227,Dress,6140,1,1,Hyderabad,IND,,N,3.519573404228875,2,419,SAVE10,Returned,WH2,Good,False,False,False,False,False,6140,1474.7012563718986,3070.0,14.619047619047619,0
2212,1873,Laptop,48488,4,0,Hyderabad,IND,2023-04-05,No,4.500314541611413,2,310,OFF20,Returned,WH3,Good,False,False,False,False,True,193952,1395.097507899538,38790.4,623.6398713826367,0
2766,1987,Dress,36443,2,1,Chennai,IN,,No,3.955788948741841,1,372,SAVE10,Returned,WH3,Good,False,False,False,True,True,72886,1471.553488931965,24295.333333333332,195.4048257372654,0
3416,1798,Dress,1912,1,1,Mumbai,India,,No,4.589370076231261,1,35,YIrSES,Returned,WH3,Average,False,True,False,True,True,1912,160.62795266809414,956.0,53.111111111111114,0
4742,1502,Shoes,59105,1,0,Mumbai,India,,No,1.1212342635268016,0,43,YIrSES,Not Returned,WH3,Bad,False,True,False,True,True,59105,48.21307333165247,29552.5,1343.2954545454545,0
84,1255,Dress,30919,2,2,Mumbai,India,2023-04-05,No,2.2753311165064125,0,154,OFF20,Returned,WH3,Bad,False,True,False,True,False,61838,350.4009919419875,20612.666666666668,398.9548387096774,0
3614,1297,Headphones,54410,3,2,Chennai,India,,No,2.4883094409358355,1,250,YIrSES,Not Returned,WH2,Good,False,False,False,False,True,163230,622.0773602339589,40807.5,650.3187250996016,0
961,1752,Headphones,86360,2,2,Chennai,IND,,No,4.668491757481602,2,434,SAVE10,Not Returned,WH3,Bad,False,True,False,False,False,172720,2026.1254227470154,57573.333333333336,397.0574712643678,0
2182,1210,Headphones,11174,4,0,Chennai,IN,2023-04-05,Y,3.2246790778281342,0,137,YIrSES,Returned,WH1,Average,False,True,True,False,True,44696,441.7810336624544,8939.2,323.8840579710145,0
703,1063,Laptop,54452,1,0,Delhi,IN,,Y,2.366373991774392,1,478,OFF20,Returned,WH3,Average,False,True,True,False,True,54452,1131.1267680681592,27226.0,113.67849686847599,0
3050,1089,Mobile,36979,4,2,Hyderabad,India,,N,3.3666434381289374,1,90,SAVE10,Returned,WH2,Good,False,True,True,False,False,147916,302.99790943160434,29583.2,1625.4505494505495,0
4382,1308,Mobile,89613,2,0,Delhi,India,,No,4.864546869674085,0,90,YIrSES,Not Returned,WH1,Good,False,True,False,False,True,179226,437.8092182706676,59742.0,1969.5164835164835,0
2152,1321,Mobile,84855,4,3,Delhi,India,,N,1.263062160118135,2,387,OFF20,Not Returned,WH1,Good,False,True,True,False,True,339420,488.8050559657183,67884.0,874.7938144329897,0
4360,1277,Mobile,55596,3,3,Hyderabad,India,,N,4.695411117588115,2,382,SAVE10,Not Returned,WH1,Good,True,False,False,False,False,166788,1793.64704691866,41697.0,435.47780678851177,0
1887,1523,Laptop,82221,4,0,Hyderabad,India,2023-04-05,N,3.0525496156799665,2,181,OFF20,Returned,WH1,Good,False,False,True,False,False,328884,552.5114804380739,65776.8,1807.0549450549452,0
2596,1790,Mobile,75602,1,0,Chennai,IN,,Yes,1.227393389390401,1,155,OFF20,Returned,WH3,Bad,False,True,True,False,False,75602,190.24597535551214,37801.0,484.62820512820514,0
1209,1786,Shoes,85128,2,3,Mumbai,IN,,Yes,2.866777482021956,2,356,SAVE10,Returned,WH3,Bad,True,False,True,False,False,170256,1020.5727835998164,56752.0,476.9075630252101,0
2531,1946,Laptop,11703,3,2,Chennai,IN,,Y,2.772149663131822,1,219,SAVE10,Returned,WH2,Good,True,False,True,False,True,35109,607.100776225869,8777.25,159.58636363636364,0
515,1852,Headphones,77410,2,0,Hyderabad,IN,2023-04-05,Y,3.8672313706636663,2,54,YIrSES,Returned,WH1,Bad,True,False,False,False,True,154820,208.83049401583798,51606.666666666664,2814.909090909091,0
1785,1521,Headphones,13784,4,3,Mumbai,India,,N,4.00756829551508,1,348,YIrSES,Returned,WH1,Average,False,False,True,False,False,55136,1394.6337668392478,11027.2,157.98280802292263,0
224,1471,Headphones,35931,3,3,Mumbai,India,2023-04-05,N,3.441909647110642,0,261,OFF20,Returned,WH3,Average,False,False,False,True,False,107793,898.3384178958776,26948.25,411.4236641221374,0
3128,1523,Laptop,11197,4,1,Chennai,IN,,Yes,1.1105949925825347,1,220,SAVE10,Returned,WH1,Average,False,False,True,False,True,44788,244.33089836815762,8957.6,202.6606334841629,0
2195,1156,Dress,95711,3,2,Mumbai,India,,Yes,1.546949589628452,0,335,YIrSES,Not Returned,WH1,Bad,True,False,False,True,True,287133,518.2281125255314,71783.25,854.5625,0
4976,1675,Dress,26948,1,1,Mumbai,IND,,No,1.2467725797344875,0,328,OFF20,Returned,WH2,Average,False,True,True,False,False,26948,408.9414061529119,13474.0,81.90881458966565,0
3364,1762,Laptop,20668,2,1,Mumbai,IND,,No,2.7839647237030967,0,344,YIrSES,Returned,WH1,Average,False,True,True,False,False,41336,957.6838649538653,13778.666666666666,119.81449275362318,0
